Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Same City
Senior Data Scientist,110-174 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,110,174,142.0,Juniper Networks,CA,28,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P,0
Pricipal Scientist Molecular and cellular biologist,52-101 ,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52,101,76.5,Takeda Pharmaceuticals,MA,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P,0
"Data Scientist (Actuary, FSA or ASA)",81-133 ,3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,81,133,107.0,Legal & General America,MD,43,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M,1
Staff Data Scientist,132-211 ,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132,211,171.5,Western Digital,CA,54,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M,1
Senior Data Scientist / Machine Learning,73-119 ,3.9,Health IQ,"Dallas, TX","Mountain View, CA",201 - 500 ,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,0,0,73,119,96.0,Health IQ,TX,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,0
Data Scientist - Health Data Analytics,110-175 ,4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,110,175,142.5,Nuna,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,1
Data Engineer 5 - Contract (Remote),74-140 ,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M,0
Senior Scientist - Neuroscience,100-190 ,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,100,190,145.0,Sunovion,MA,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Senior Data Analyst,43-80 ,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",0,0,43,80,61.5,National Student Clearinghouse,VA,31,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M,1
Medical Lab Scientist,17-24,3.6,Tower Health,"West Reading, PA","Reading, PA",5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,0,17,24,100.62601078167116,Tower Health,PA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
"Risk and Analytics IT, Data Scientist",91-149 ,2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,0,0,91,149,120.0,State of Wisconsin Investment Board,WI,73,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,na,na,1
"Scientist, Analytical Development",42-82 ,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,42,82,62.0,Rubius Therapeutics,MA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P,1
Senior Data Scientist,116-185 ,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,185,150.5,Autodesk,CA,42,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,sr,P,0
Analytics Manager,59-116 ,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,59,116,87.5,OneMagnify,MI,57,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na,0
Data Engineer,48-95 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",0,0,48,95,71.5,IZEA,FL,18,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na,1
Digital Marketing & ECommerce Data Analyst,31-72 ,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,0,0,31,72,51.5,Vionic Group,CA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,na,na,1
Sr. Scientist - Digital & Image Analysis/Computational Pathology,105-198 ,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,105,198,151.5,Takeda Pharmaceuticals,CA,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,0
Senior Data Analyst,55-100 ,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,55,100,77.5,Dodge Data & Analytics,NJ,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na,1
Principal Scientist - Immunologist,98-182 ,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,98,182,140.0,Takeda Pharmaceuticals,MA,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,0
Senior Data Scientist,73-124 ,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",0,0,73,124,98.5,Plymouth Rock Assurance,NJ,42,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,0
Principal Data Scientist with over 10 years experience,200-250,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,1,200,250,100.62601078167116,CA-One Tech Clou,CA,7,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na,0
MED TECH/LAB SCIENTIST - LABORATORY,21-34,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,21,34,27.5,Beebe Healthcare,DE,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,1
"Sr. Scientist, Quantitative Translational Sciences",117-206 ,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,117,206,161.5,Takeda Pharmaceuticals,MA,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,0
Sr. Data Scientist II,111-183 ,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,111,183,147.0,Argo Group US,NY,76,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,sr,na,0
Excel / VBA / SQL Data Analyst,44-78 ,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,44,78,61.0,Associated Electric Cooperative,MO,63,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M,1
Machine Learning Research Scientist,81-159 ,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,159,120.0,Software Engineering Institute,PA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,na,P,1
"VP, Data Science",83-166 ,3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,PennyMac,AZ,16,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,na,0
Senior Data Scientist,114-182 ,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,114,182,148.0,Zest AI,CA,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
Radar Data Analyst,42-76 ,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76,59.0,DECISIVE ANALYTICS Corporation,AL,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,0
PL Actuarial-Lead Data Scientist,114-179 ,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,114,179,146.5,The Hanover Insurance Group,MA,172,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
PV Scientist,60-123 ,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,60,123,91.5,Karyopharm Therapeutics Inc.,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P,1
Senior Data & Machine Learning Scientist,100-166 ,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,100,166,133.0,Tempus Labs,IL,9,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,sr,P,1
Principal Data Scientist (Computational Chemistry),108-173 ,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,na,1
Data Engineer,48-93 ,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,48,93,70.5,P2 Energy Solutions,LA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na,0
"Principal Scientist, Chemistry & Immunology",54-115 ,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Software Engineer - Data Visualization,60-127 ,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,ClearEdge,MD,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M,1
"Scientist/Senior Scientist, Autoimmune",90-179 ,4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,Rubius Therapeutics,MA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Staff Machine Learning Engineer,138-224 ,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,100.62601078167116,Tapjoy,CA,17,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,na,na,1
"Principal Scientist, Hematology",54-115 ,3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,1
Lead Data Engineer,190-220,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220,100.62601078167116,Credit Sesame,CA,14,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,1
Marketing Data Analyst,35-62 ,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62,48.5,San Manuel Casino,CA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,na,M,1
Medical Laboratory Scientist,18-25,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,18,25,100.62601078167116,Texas Health Huguley Hospital,TX,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
R&D Specialist/ Food Scientist,39-66 ,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66,52.5,Teasdale Latin Foods,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
Senior Research Scientist-Machine Learning,81-167 ,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167,124.0,Software Engineering Institute,PA,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,P,1
Analytics Manager - Data Mart,42-86 ,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86,64.0,Central California Alliance for Health,CA,28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na,1
Sr. Data Engineer - Contract-to-Hire (Java),69-127 ,3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,1
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,21-34,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,21,34,27.5,Beebe Healthcare,DE,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,0
Food Scientist - Developer,40-68 ,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68,54.0,Palermo's Pizza,WI,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na,1
Staff Scientist-Downstream Process Development,49-113 ,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,Advanced BioScience Laboratories,MD,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P,1
Sr. Data Engineer,75-140 ,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na,1
Data Scientist - Quantitative,86-139 ,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 - 1000 ,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,86,139,112.5,Truckstop.com,IL,29,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,na,M,0
Data Scientist,66-112 ,3.7,Lockheed Martin,"Herndon, VA","Bethesda, MD",10000+ ,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",0,0,66,112,89.0,Lockheed Martin,VA,29,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na,0
Senior Research Statistician- Data Scientist,76-125 ,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 - 5000 ,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,76,125,100.5,Acuity Insurance,WI,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,1
"Business Data Analyst, SQL",44-86 ,3.8,Fareportal,"New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,Fareportal,NY,22,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na,1
Medical Technologist / Clinical Laboratory Scientist,15-25,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, DC",10000+ ,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,1,0,15,25,100.62601078167116,"Veterans Affairs, Veterans Health Administration",LA,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M,0
Data Scientist,53-92 ,4.3,Credera,"Dallas, TX","Dallas, TX",201 - 500 ,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,53,92,72.5,Credera,TX,25,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,na,M,1
Senior Data Analyst,44-78 ,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 - 1000 ,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,0,0,44,78,61.0,KnowBe4,FL,14,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,1
BI & Platform Analytics Manager,85-134 ,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 - 5000 ,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,0,85,134,109.5,Church & Dwight,NJ,178,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M,1
Data Engineer,59-110 ,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 - 200 ,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,59,110,84.5,Cogo Labs,MA,19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na,1
Data Scientist,64-111 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 - 200 ,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,0,0,64,111,87.5,Spectrum Communications and Consulting,IL,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,1
Data Analyst,65-120 ,3.1,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,65,120,92.5,NCSOFT,CA,27,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,analyst,na,na,0
Associate Data Scientist/Computer Scientist,60-103 ,3.2,MITRE,"McLean, VA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,60,103,81.5,MITRE,VA,66,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na,0
Business Intelligence Analyst / Developer,53-105 ,4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",1001 - 5000 ,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",0,0,53,105,79.0,"Dayton Freight Lines, Inc.",OH,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,1
Lead Data Scientist,124-204 ,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,124,204,164.0,MassMutual,MA,173,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P,0
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",131-207 ,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,131,207,169.0,Genentech,CA,48,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P,1
Senior Data Scientist,110-174 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,110,174,142.0,Juniper Networks,CA,28,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P,0
Data Analyst,33-62 ,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",501 - 1000 ,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,0,0,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na,0
Pricipal Scientist Molecular and cellular biologist,52-101 ,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,52,101,76.5,Takeda Pharmaceuticals,MA,243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P,0
Data Analyst,48-90 ,3.4,TrueAccord,"San Francisco, CA","San Francisco, CA",51 - 200 ,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,48,90,69.0,TrueAccord,CA,11,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na,1
Data Analyst,34-64 ,4.0,DRB Systems,"Meridian, ID","Akron, OH",201 - 500 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,0,34,64,49.0,DRB Systems,ID,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na,0
Staff Data Scientist,132-211 ,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,132,211,171.5,Western Digital,CA,54,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M,1
"Data Scientist (Actuary, FSA or ASA)",81-133 ,3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,81,133,107.0,Legal & General America,MD,43,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M,1
System and Data Analyst,42-76 ,3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",201 - 500 ,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,42,76,59.0,Corcentric,NJ,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M,1
Data Scientist,66-111 ,3.5,U.Group,"Indianapolis, IN","Arlington, VA",201 - 500 ,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,66,111,88.5,U.Group,IN,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M,0
Data Engineer 5 - Contract (Remote),74-140 ,4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M,0
Digital Health Data Scientist,63-110 ,4.0,Pfizer,"Cambridge, MA","New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,63,110,86.5,Pfizer,MA,175,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na,0
